REAL,ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,SOURCE,ENSEMBLE
0,LowerReek,1,127906626.86,26686687.17,21562168.75,13561112.2,simgrid,iter-0
0,LowerReek,2,0,0,0,0,simgrid,iter-0
17,UpperReek,1,281010673.49,41256178.53,30176547.91,18978960.63,simgrid,iter-0
17,UpperReek,2,0,0,0,0,simgrid,iter-0
17,MidReek,1,217141274.51,36054998.03,27553705.42,17329374.19,simgrid,iter-0
17,MidReek,2,0,0,0,0,simgrid,iter-0
17,LowerReek,1,127906626.86,24538565.68,19286568.17,12129916.88,simgrid,iter-0
17,LowerReek,2,0,0,0,0,simgrid,iter-0
22,UpperReek,1,281010673.49,41256178.53,30176547.91,18978960.63,simgrid,iter-0
22,UpperReek,2,0,0,0,0,simgrid,iter-0
22,MidReek,1,217141274.51,36054998.03,27553705.42,17329374.19,simgrid,iter-0
22,MidReek,2,0,0,0,0,simgrid,iter-0
22,LowerReek,1,127906626.86,24538565.68,19286568.17,12129916.88,simgrid,iter-0
22,LowerReek,2,0,0,0,0,simgrid,iter-0
38,UpperReek,1,282039014.6,45882230.56,34838408.56,21910948.41,simgrid,iter-0
38,UpperReek,2,0,0,0,0,simgrid,iter-0
38,MidReek,1,223207669.68,37911556.02,27494257.63,17291985.64,simgrid,iter-0
38,MidReek,2,0,0,0,0,simgrid,iter-0
38,LowerReek,1,135383952,24681381.22,18846620.6,11853220.3,simgrid,iter-0
38,LowerReek,2,0,0,0,0,simgrid,iter-0
20,UpperReek,1,281010673.49,44959125.89,33344123.22,20971146.33,simgrid,iter-0
20,UpperReek,2,0,0,0,0,simgrid,iter-0
20,MidReek,1,217141274.51,41208358.33,32166203.88,20230316.57,simgrid,iter-0
20,MidReek,2,0,0,0,0,simgrid,iter-0
20,LowerReek,1,127906626.86,26686687.17,21562168.75,13561112.2,simgrid,iter-0
20,LowerReek,2,0,0,0,0,simgrid,iter-0
34,UpperReek,1,281010673.49,37976249.22,24958585.3,15697223.19,simgrid,iter-0
34,UpperReek,2,0,0,0,0,simgrid,iter-0
34,MidReek,1,217141274.51,32278945.22,21672793.03,13630687.23,simgrid,iter-0
34,MidReek,2,0,0,0,0,simgrid,iter-0
34,LowerReek,1,127906626.86,20101033.77,14130822.46,8887309.56,simgrid,iter-0
34,LowerReek,2,0,0,0,0,simgrid,iter-0
16,UpperReek,1,281010673.49,49265968.2,38214565.81,24034317.72,simgrid,iter-0
16,UpperReek,2,0,0,0,0,simgrid,iter-0
16,MidReek,1,217141274.51,41936685.94,33485012.04,21059755.67,simgrid,iter-0
16,MidReek,2,0,0,0,0,simgrid,iter-0
16,LowerReek,1,127906626.86,26745136.34,21507710.26,13526861.57,simgrid,iter-0
16,LowerReek,2,0,0,0,0,simgrid,iter-0
18,UpperReek,1,281010673.49,46263774.34,34675870.55,21808723.23,simgrid,iter-0
18,UpperReek,2,0,0,0,0,simgrid,iter-0
18,MidReek,1,217141274.51,35798390.18,25299682.06,15911749.49,simgrid,iter-0
18,MidReek,2,0,0,0,0,simgrid,iter-0
18,LowerReek,1,127906626.86,22602707.84,17063643.59,10731851.13,simgrid,iter-0
18,LowerReek,2,0,0,0,0,simgrid,iter-0
36,UpperReek,1,281107532.93,48938811.56,37609202.53,23653586.1,simgrid,iter-0
36,UpperReek,2,0,0,0,0,simgrid,iter-0
36,MidReek,1,218449821.22,42109403.62,33742624.66,21221776.16,simgrid,iter-0
36,MidReek,2,0,0,0,0,simgrid,iter-0
36,LowerReek,1,136545104.92,28240261.14,22638231.35,14237881.11,simgrid,iter-0
36,LowerReek,2,0,0,0,0,simgrid,iter-0
24,UpperReek,1,281010673.49,37976249.22,24958585.3,15697223.19,simgrid,iter-0
24,UpperReek,2,0,0,0,0,simgrid,iter-0
24,MidReek,1,217141274.51,32278945.22,21672793.03,13630687.23,simgrid,iter-0
24,MidReek,2,0,0,0,0,simgrid,iter-0
24,LowerReek,1,127906626.86,20101033.77,14130822.46,8887309.56,simgrid,iter-0
24,LowerReek,2,0,0,0,0,simgrid,iter-0
32,UpperReek,1,281010673.49,41256178.53,30176547.91,18978960.63,simgrid,iter-0
32,UpperReek,2,0,0,0,0,simgrid,iter-0
32,MidReek,1,217141274.51,36054998.03,27553705.42,17329374.19,simgrid,iter-0
32,MidReek,2,0,0,0,0,simgrid,iter-0
32,LowerReek,1,127906626.86,24538565.68,19286568.17,12129916.88,simgrid,iter-0
32,LowerReek,2,0,0,0,0,simgrid,iter-0
8,UpperReek,1,298484642.31,48494977.37,36355857.08,22865318.54,simgrid,iter-0
8,UpperReek,2,0,0,0,0,simgrid,iter-0
8,MidReek,1,228590822.64,37585854.67,27090539.13,17038074.66,simgrid,iter-0
8,MidReek,2,0,0,0,0,simgrid,iter-0
8,LowerReek,1,136423880.56,24012805.01,18292903.03,11504970.27,simgrid,iter-0
8,LowerReek,2,0,0,0,0,simgrid,iter-0
3,UpperReek,1,281010673.49,46263774.34,34675870.55,21808723.23,simgrid,iter-0
3,UpperReek,2,0,0,0,0,simgrid,iter-0
3,MidReek,1,217141274.51,35798390.18,25299682.06,15911749.49,simgrid,iter-0
3,MidReek,2,0,0,0,0,simgrid,iter-0
3,LowerReek,1,127906626.86,22602707.84,17063643.59,10731851.13,simgrid,iter-0
3,LowerReek,2,0,0,0,0,simgrid,iter-0
35,UpperReek,1,261651118.28,41416459.92,29984518.38,18858187.34,simgrid,iter-0
35,UpperReek,2,0,0,0,0,simgrid,iter-0
35,MidReek,1,225149830.92,43194773.07,33843635.16,21285304.78,simgrid,iter-0
35,MidReek,2,0,0,0,0,simgrid,iter-0
35,LowerReek,1,132877126.92,28081882.95,23055008.96,14500005.37,simgrid,iter-0
35,LowerReek,2,0,0,0,0,simgrid,iter-0
23,UpperReek,1,281010673.49,46263774.34,34675870.55,21808723.23,simgrid,iter-0
23,UpperReek,2,0,0,0,0,simgrid,iter-0
23,MidReek,1,217141274.51,35798390.18,25299682.06,15911749.49,simgrid,iter-0
23,MidReek,2,0,0,0,0,simgrid,iter-0
23,LowerReek,1,127906626.86,22602707.84,17063643.59,10731851.13,simgrid,iter-0
23,LowerReek,2,0,0,0,0,simgrid,iter-0
39,UpperReek,1,262071750.9,36421254.42,24206082.81,15223951.21,simgrid,iter-0
39,UpperReek,2,0,0,0,0,simgrid,iter-0
39,MidReek,1,234128992.48,34053939.65,22050453.22,13868209.34,simgrid,iter-0
39,MidReek,2,0,0,0,0,simgrid,iter-0
39,LowerReek,1,117896125.02,19029417.88,14100030.72,8867943.71,simgrid,iter-0
39,LowerReek,2,0,0,0,0,simgrid,iter-0
